Name,daily total trading volume,Prices,Volume,Ecology,Hyperlink,Project Description,Official Hyperlink List,Details,Founded Date,Funders,Related News Links,Twitter Hyperlink,Followers,Following,Significant Events,Similar Projects,AIScore,Explains
SphinxSPX,,,,Ethereum,https://www.rootdata.com/Projects/detail/Flow?k=NzY4Nw%3D%3D,Rollup-centric NFT ecosystem,"https://flow.so/, https://x.com/flowdotso","Flow is a rollup-centric NFT ecosystem built for the modular future. Developed by a team with Google and Binance Labs backgrounds, Flow offers powerful order-matching and execution engines, as well as LLM-based NFT analytics. Flow's aggregator makes NFT bidding easy with its groundbreaking ""place bid once, buy from everywhere"" technology. Flow's powerful order-matching and execution engines provide users with a great user experience, while protecting them from frontrunners and unnecessary gas fees by routing transactions via Flashbots.",2021,"nneverlander, Shima Capital, Nima Capital",https://chainwire.org/2023/04/21/flow-secures-3m-seed-funding-to-build-a-rollup-centric-nft-ecosystem/,,--,--,"Apr 21, 2023 - Flow raised $ 3 M in Seed round","#Magic Eden, #Zora, #Blur, #Opensea, #Limit Break, #PROOF, #LINE NEXT, #Everyrealm",,
StarkNetSTRK,,,,,https://www.rootdata.com/Projects/detail/Tokenize%20Xchange?k=NDU3NQ%3D%3D,Asia's Digital Assets Exchange,"https://tokenize.exchange/, https://x.com/TokenizeXchange, https://t.me/tkxannoucement, https://medium.com/tokenize-xchange, https://coinmarketcap.com/currencies/tokenize-xchange/, https://www.coingecko.com/en/coins/tokenize-xchange",Tokenize Xchange is a Singapore-headquartered digital asset exchange that enables the trading of digital assets in a safe and secure environment with competitive fees.,2017,"Hong Qi Yu, Travis Teo, Trive","https://www.techinasia.com/sgbased-digital-exchange-tokenize-bags-115m-additional-series-funding, https://vulcanpost.com/799636/tokenize-xchange-dominating-Web3-nft-marketplace/, https://dollarsandsense.sg/business/tokenize-xchange-founder-hong-qi-yu-starting-a-crypto-exchange/",,35.1 K,889,"Mar 19, 2024 - Tokenize Xchange raised $ 11.5 M in Series A1 round | Aug 12, 2022 - Tokenize Xchange raised $ 11.5 M in Series A round","#KuCoin, #Bullish, #Coinbase, #Blockchain.com, #Bakkt, #Binance, #Kraken, #Gemini",,
StacksSTX,,0.2783,10387901.62,,https://www.rootdata.com/Projects/detail/Timeworx?k=MTIyODY%3D,Tokenized part-time platform,"https://timeworx.io/, https://x.com/timeworx_io, https://www.linkedin.com/company/timeworx-io/, https://t.me/timeworx, https://medium.com/@radum.tix","Timeworks.io aims to provide users with an opportunity to earn extra income with their leisure time, creating a digital ecosystem that benefits everyone by connecting individuals with technology-driven businesses.",2022,,,https://x.com/timeworx_io,41.83 K,50,,"#Hyve, #TopIQs, #Deelance, #w3rk, #Altverse, #Busy DAO, #OpenQ, #Teamway",0.4775508,"{'feat0': {'feat': 'CDLEVENINGSTAR', 'data': [0.0]}, 'feat1': {'feat': 'CDLMORNINGDOJISTAR', 'data': [0.0]}, 'feat2': {'feat': 'CDLEVENINGDOJISTAR', 'data': [0.0]}, 'feat3': {'feat': 'Hourly', 'data': [0.0]}, 'feat4': {'feat': 'ULTOSC', 'data': [0.5578889753118449]}, 'feat5': {'feat': 'MA_Ratio', 'data': [0.020335385268506]}, 'feat6': {'feat': 'Z_score', 'data': [-0.5503426873776425]}, 'feat7': {'feat': 'MA_Ratio_short', 'data': [0.037419211672362]}, 'feat8': {'feat': 'RSI', 'data': [0.5515217187833727]}, 'feat9': {'feat': 'boll', 'data': [0.4460836133859971]}}"
SuiSUI,,,,Base,https://www.rootdata.com/Projects/detail/Aerodrome?k=OTA3Mw%3D%3D,A central trading and liquidity marketplace on Base,"https://aerodrome.finance/, https://x.com/aerodromefi, https://medium.com/@aerodromefi/, https://coinmarketcap.com/currencies/aerodrome-finance/, https://www.coingecko.com/en/coins/aerodrome-finance, https://defillama.com/protocol/aerodrome","Aerodrome Finance is a next-generation AMM designed to serve as Base's central liquidity hub, combining a powerful liquidity incentive engine, vote-lock governance model, and friendly user experience. Aerodrome inherits the latest features from Velodrome V2. Aerodrome NFTs vote to distribute token emissions and receive incentives and fees generated by the protocol.",2023,Base Ecosystem Fund,"https://www.coindesk.com/markets/2024/02/27/aero-surges-77-after-cb-ventures-invests-in-aerodrome-finance/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://medium.com/@aerodromefi/introducing-aerodrome-9af62848b876",https://x.com/aerodromefi,64.64 K,92,,"#dForce, #Coin98 Finance, #Proton DEX, #Saros Finance, #OmniBTC, #DefiLens, #KanaLabs, #Lynex",,
BittensorTAO,,,,,https://www.rootdata.com/Projects/detail/Gate.io?k=Mzg5OQ%3D%3D,Cryptocurrency exchange,"https://www.gate.io/, https://x.com/gate_io, https://www.gate.io/blog, https://coinmarketcap.com/currencies/gatetoken/","Established in 2013, Gate.io is one of the world's earliest cryptocurrency exchanges. It offers services related to the trading of multiple leading digital assets and has grown to serve over 10 million users around the world. In addition to the main exchange, Gate.io also provides other services such as decentralized finance, research and analytics, venture capital investing, wallet services, labs, and more.",BTER,"Han Lin, Mia, Tina Yuan, Crossover Markets, Gamic, Swords of Blood, XCarnival, Idavoll DAO, GateChain, Gate Ventures, Gate.io Labs",,https://x.com/gate_io,1.56 M,769,"Apr 17, 2019 - Gate.io raised $ 64 M in Public Sale round","#Coinbase, #Blockchain.com, #Bakkt, #Binance, #KuCoin, #Kraken, #Gemini, #Bithumb",,
Theta NetworkTHETA,,0.1235,916558.9,Ethereum,https://www.rootdata.com/Projects/detail/StarkNet?k=Mjc1MQ%3D%3D,decentralized ZK-Rollup,"https://starknet.io/, https://x.com/Starknet, https://www.linkedin.com/company/starknet-foundation/, https://github.com/starkware-libs, https://docs.starknet.io/, https://medium.com/starkware/starknet/home, https://coinmarketcap.com/currencies/starknet-token/, https://defillama.com/chain/Starknet","StarkNet is a permissionless, decentralized Validity-Rollup (also known as a ""ZK-Rollup""). It operates as an L2 network over Ethereum, enabling any dApp to achieve unlimited scalability for its computations without compromising Ethereum's composability and security. This is possible due to StarkNet's reliance on the safest and most scalable cryptographic proof system: STARK.",Israel,"Diego Oliva, Henri Lieutaud, James Strudwick, Paradigm, Pantera Capital, Sequoia Capital, Coatue Management, Greenoaks Capital, Coinbase Ventures, Polychain, Multicoin Capital, Tiger Global, ConsenSys Mesh, Founders fund, Semantic Ventures, Scalar Capital, Bitmain, Zcash, Floodgate, StarkWare",,https://x.com/Starknet,336.08 K,757,"May 25, 2022 - StarkNet raised $ 100 M in Series D round | Nov 29, 2021 - StarkNet was live on mainnet | Nov 16, 2021 - StarkNet raised $ 50 M in Series C round | Mar 25, 2021 - StarkNet raised $ 75 M in Series B round | Oct 29, 2018 - StarkNet raised $ 30 M in Series A round","#StarkWare, #Karak, #Polygon Zero, #Optimism, #Base, #Polygon, #Aztec Network, #Arbitrum / Offchain Labs",0.71819293,"{'feat0': {'feat': 'CDLSPINNINGTOP', 'data': [0.0]}, 'feat1': {'feat': 'CDLDARKCLOUDCOVER', 'data': [0.0]}, 'feat2': {'feat': 'CDLHANGINGMAN', 'data': [0.0]}, 'feat3': {'feat': 'PR_MA_Ratio', 'data': [0.04564605208585]}, 'feat4': {'feat': 'zsVol', 'data': [-0.4341344403261295]}, 'feat5': {'feat': 'Month', 'data': [12.0]}, 'feat6': {'feat': 'Hourly', 'data': [0.0]}, 'feat7': {'feat': 'MA_Ratio_short', 'data': [0.0202299610494468]}, 'feat8': {'feat': 'pct_change', 'data': [-0.0031217481789802]}, 'feat9': {'feat': 'PR_MA_Ratio_short', 'data': [0.0249121198227302]}}"
CelestiaTIA,,,,"Ethereum, BNB Chain, Avalanche",https://www.rootdata.com/Projects/detail/Pendle?k=ODc0,Yield trading protocol,"https://pendle.finance/, https://x.com/pendle_fi, https://www.linkedin.com/company/pendlefinance/, https://github.com/pendle-finance, https://docs.pendle.finance/, https://medium.com/pendle, https://coinmarketcap.com/currencies/pendle/, https://defillama.com/protocol/pendle","Pendle is a yield trading protocol that allows users to tokenize and trade future yields by leveraging top yield-generating protocols such as Aave, Compound, and Wonderland. Similar to stripped bonds in traditional finance, Pendle splits yield-bearing assets into tokenized ownership (zero-coupon bonds) and yield components (coupons), enabling innovative yield trading opportunities.",2021,"TN Lee, Vu Nguyen, Long Vuong Hoang, Dan Wongso, Ken Chia, Anton Buenavista, Mechanism Capital, Binance Labs, HashKey Capital, The Spartan Group, CMS Holdings, Signum Capital, Alliance DAO, Bixin Ventures, Sora Ventures, Lemniscap, Bitscale Capital, Youbi Capital, D1 Ventures, GBV Capital, Crypto.com Capital, imToken Ventures","https://thedefiant.io/pendle-tvl-approaches-usd4-billion-on-airdrop-farming-demand, https://www.coindesk.com/tech/2023/08/24/pendle-finance-users-can-now-profit-from-real-world-assets/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://www.coingecko.com/learn/pendle, https://ld-capital.medium.com/pendle-war-2e0c5a86000f?source=rss-53c5cb826534------2, https://bixinventures.medium.com/why-we-invested-in-pendle-3e3bcbe3868e?source=rss-5a7345f94930------2, https://www.coindesk.com/business/2023/04/06/high-ether-yields-drive-50m-to-defi-protocol-pendle-finance/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://consensys.net/blog/cryptoeconomic-research/pendle-a-yield-derivatives-layer-for-defi/, https://medium.com/pendle/pendle-raises-3-7m-to-create-the-next-layer-of-defi-yield-markets-3b059bfbaa1",https://x.com/pendle_fi,130.07 K,364,"Jun 17, 2021 - Pendle was live on mainnet | Apr 16, 2021 - Pendle raised $ 3.7 M in Private round","#Spectra, #Synthetix, #Vega Protocol, #dYdX, #Thetanuts Finance, #Cega, #BarnBridge, #Futureswap",,
Timeworx,,,,,https://www.rootdata.com/Projects/detail/Mogaland?k=MTI2MDY%3D,Interactive Learn2earn Platfrom,"https://mogaland.io/, https://x.com/Mogaland_io, https://whitepaper.mogaland.io/, https://medium.com/@Mogaland","Mogaland is a interactive gaming platform designed to make financial literacy enjoyable and accessible. It's the adult-kindergarten for personal finance, turning money matters into play, not pain.",2022,,,https://x.com/Mogaland_io,42.43 K,67,,"#Open Campus, #TinyTap, #BitDegree, #ODEM, #LetMeSpeak",,
Tokenize XchangeTKX,,,,"Ethereum, BNB Chain, Avalanche",https://www.rootdata.com/Projects/detail/Pendle?k=ODc0,Yield trading protocol,"https://pendle.finance/, https://x.com/pendle_fi, https://www.linkedin.com/company/pendlefinance/, https://github.com/pendle-finance, https://docs.pendle.finance/, https://medium.com/pendle, https://coinmarketcap.com/currencies/pendle/, https://defillama.com/protocol/pendle","Pendle is a yield trading protocol that allows users to tokenize and trade future yields by leveraging top yield-generating protocols such as Aave, Compound, and Wonderland. Similar to stripped bonds in traditional finance, Pendle splits yield-bearing assets into tokenized ownership (zero-coupon bonds) and yield components (coupons), enabling innovative yield trading opportunities.",2021,"TN Lee, Vu Nguyen, Long Vuong Hoang, Dan Wongso, Ken Chia, Anton Buenavista, Mechanism Capital, Binance Labs, HashKey Capital, The Spartan Group, CMS Holdings, Signum Capital, Alliance DAO, Bixin Ventures, Sora Ventures, Lemniscap, Bitscale Capital, Youbi Capital, D1 Ventures, GBV Capital, Crypto.com Capital, imToken Ventures","https://thedefiant.io/pendle-tvl-approaches-usd4-billion-on-airdrop-farming-demand, https://www.coindesk.com/tech/2023/08/24/pendle-finance-users-can-now-profit-from-real-world-assets/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://www.coingecko.com/learn/pendle, https://ld-capital.medium.com/pendle-war-2e0c5a86000f?source=rss-53c5cb826534------2, https://bixinventures.medium.com/why-we-invested-in-pendle-3e3bcbe3868e?source=rss-5a7345f94930------2, https://www.coindesk.com/business/2023/04/06/high-ether-yields-drive-50m-to-defi-protocol-pendle-finance/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://consensys.net/blog/cryptoeconomic-research/pendle-a-yield-derivatives-layer-for-defi/, https://medium.com/pendle/pendle-raises-3-7m-to-create-the-next-layer-of-defi-yield-markets-3b059bfbaa1",https://x.com/pendle_fi,130.07 K,364,"Jun 17, 2021 - Pendle was live on mainnet | Apr 16, 2021 - Pendle raised $ 3.7 M in Private round","#Spectra, #Synthetix, #Vega Protocol, #dYdX, #Thetanuts Finance, #Cega, #BarnBridge, #Futureswap",,
The Open NetworkTON,,,,Ethereum,https://www.rootdata.com/Projects/detail/Sphinx?k=Njg1MA%3D%3D,Prediction market community,https://medium.com/@SphinxChain,SphinxChain is a prediction market community built on Ethereum.,2018,"LD Capital, Circle Fund, Imagination Fund, Hayek Capital, Kylin Capital",https://www.36kr.com/p/1722675707905,,,,,"#Augur, #Polymarket, #Zeitgeist, #finance.vote, #Kargo, #IKB, #Sided Finance, #UBet",,
TronTRX,,0.04787,2947872.2,Ethereum,https://www.rootdata.com/Projects/detail/Axie%20Infinity?k=MzMy,NFT-based online video game,"https://axieinfinity.com/, https://x.com/AxieInfinity, https://t.me/axieinfinity, https://whitepaper.axieinfinity.com/, https://axieinfinity.medium.com/, https://coinmarketcap.com/currencies/axie-infinity/","Axie Infinity is a turn-based card game developed by Sky Mavis. It allows players to breed, raise, battle, and trade Axie creatures. In mid-2021, Axie Infinity became popular and sparked a gamefi boom. 
Players can earn two tokens: Axie Infinity Shards (AXS) and Small Love Potions (SLP) when playing Axie Infinity in Adventure or Arena modes. AXS serves as a governance token, allowing token holders to vote on the future development of the gaming experience. SLP is the in-game token used for breeding Axies.",2018,"Trung Nguyen, Aleksander Leonard Larsen, Jeffrey Zirlin, Ellen Gormley, Viet Anh Ho, Bailey TAN, Leoh Nguyen, Brent Martin, Andreessen Horowitz, Binance, Libertus Capital, Binance Labs, Paradigm, Animoca Brands, Delphi Digital, Hashed, Alliance DAO, CMT Digital, Fabric Ventures, Collab+Currency, Samsung Next, Standard Crypto, Seven Seven Six, ConsenSys Mesh, Pixels, Puffverse, OPEN",,,871.15 K,9325,"Oct 06, 2021 - Axie Infinity raised $ 152 M in Series B round | May 11, 2021 - Axie Infinity raised $ 7.5 M in Series A round | Nov 04, 2020 - Axie Infinity raised $ 2.97 M in Public Sale round","#Yield Guild Games, #Mythical Games, #Yuga Labs, #Xterio, #Portal, #Sorare, #Illuvium, #Animoca Brands",0.7103566,"{'feat0': {'feat': 'MA_Ratio', 'data': [0.0226151601472841]}, 'feat1': {'feat': 'CDLPIERCING', 'data': [0.0]}, 'feat2': {'feat': 'CDLMARUBOZU', 'data': [0.0]}, 'feat3': {'feat': 'Month', 'data': [12.0]}, 'feat4': {'feat': 'PR_MA_Ratio', 'data': [0.0310153887964149]}, 'feat5': {'feat': 'pct_change', 'data': [0.000366233290606]}, 'feat6': {'feat': 'Hourly', 'data': [0.0]}, 'feat7': {'feat': 'MA_Ratio_short', 'data': [0.0120977576900408]}, 'feat8': {'feat': 'zsVol', 'data': [-0.6260117361733937]}, 'feat9': {'feat': 'PR_MA_Ratio_short', 'data': [0.0186915057983634]}}"
UniswapUNI,,3.0072,5926008.35,,https://www.rootdata.com/Projects/detail/Quantura?k=Nzg3Ng%3D%3D,Automated trading platform,"https://qtura.com/, https://x.com/quantura_, https://t.me/qtura_official, https://qtura.com/blog/",Quantura is an automated trading platform designed to run users cryptocurrency portfolio on autopilot.,2023,,https://www.accesswire.com/viewarticle.aspx?id=754675&lang=en,,--,--,,"#WagieBot, #Mizar, #Sumo Signals, #Moon App, #Ape Terminal, #DexBot, #Tealstreet, #Ridian",0.423161,"{'feat0': {'feat': 'pct_change', 'data': [-0.0102389078498293]}, 'feat1': {'feat': 'MA_Ratio_short', 'data': [0.0044411997323095]}, 'feat2': {'feat': 'Month', 'data': [12.0]}, 'feat3': {'feat': 'Hourly', 'data': [0.0]}, 'feat4': {'feat': 'DayOfWeek', 'data': [3.0]}, 'feat5': {'feat': 'PR_MA_Ratio_short', 'data': [0.053906723198055]}, 'feat6': {'feat': 'RSI', 'data': [0.6286491293846354]}, 'feat7': {'feat': 'Z_score', 'data': [-0.7255828306069078]}, 'feat8': {'feat': 'PR_MA_Ratio', 'data': [0.0585873334550014]}, 'feat9': {'feat': 'boll', 'data': [0.5774481939670014]}}"
circle.tech,,1.0117,27181.45,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/Gala?k=Mzgw,P2E Gaming Platform,"https://gala.games/, https://x.com/GoGalaGames, https://t.me/GoGalaGames, https://blog.gala.games/, https://coinmarketcap.com/currencies/gala/","Gala Games is a blockchain game platform that leverages the power of blockchain technology to give players control over their games. It aims to become the Steam of the blockchain game field. Gala Games has created an ecosystem where players and creators can be rewarded for their gameplay. The project is available on both Ethereum and the Binance Smart Chain, and plans to migrate to its own native blockchain in the future. The Gala token is used to power the in-game economy across all the games in the ecosystem, as well as to incentivize node operators for supporting and facilitating the network.",2019,Mirandus,,https://x.com/GoGalaGames,836.48 K,267,"May 20, 2024 - Gala losed $ 240 M in hack","#Xterio, #Portal, #Iskra, #HyperPlay, #Arcade, #INK Games, #NAGA Games, #Forge",,
Tether,,1.0017,5535052,Bitcoin,https://www.rootdata.com/Projects/detail/Ordict?k=MTI5NTk%3D,Next-generation system for digital credentials,"https://www.ordict.com/, https://x.com/Ordict_official, https://ordict.medium.com/","Ordict is a next-generation system for digital credentials on Bitcoin, introducing the Soulbound Inscription Protocol. This ensures tamper-proof and verifiable achievements, loyalty programs, professional certifications, community memberships, and more.",2024,,https://ordict.medium.com/ordict-a-technological-convergence-reinventing-prediction-markets-on-bitcoin-ae9feccd3ca9?source=user_profile---------2----------------------------,https://x.com/Ordict_official,41.85 K,53,,"#Ethereum Name Service, #UniSat, #MultiBit, #UXUY, #Taproot Wizards, #Ordinals, #Spruce, #Root Protocol",,
VechainVET,,0.02145,203244956.5,,https://www.rootdata.com/Projects/detail/EOS?k=MTIz,Public Blockchain,"https://eos.io/, https://x.com/eosio, https://t.me/joinchat/AAAAAEQbOeucnaMWN0A9dQ, https://github.com/eosio, https://github.com/EOSIO/Documentation/blob/master/TechnicalWhitePaper.md, https://eosnetwork.com/blog, https://coinmarketcap.com/currencies/eos/","Built on the open-source software framework of EOSIO, the EOS public blockchain is flexible, transparent, and resilient, enabling people to create decentralized applications for the real world.",2017,"Daniel Larimer, Brock Pierce, DWF Labs, exSat Network",,https://x.com/eosio,240.9 K,30,"Apr 13, 2023 - EOS raised $ 60 M in funding round | Jun 14, 2018 - EOS was live on mainnet | May 01, 2018 - EOS raised $ 4 B through ICO","#Ethereum, #Solana, #Conflux, #Aleo, #Anoma Network, #PlatON, #Concordium, #NYM",,
DogwifhatWIF,,,,,https://www.rootdata.com/Projects/detail/eCash?k=NjYz,A rebranded version of BCH ABC (BCHA),"https://e.cash/, https://twitter.com/eCashOfficial, https://t.me/ecash_official, https://github.com/bitcoin-abc, https://coinmarketcap.com/currencies/ecash/","ECash (XEC) is the rebranded version of Bitcoin Cash ABC (BCHA), itself a fork of Bitcoin (BTC) and Bitcoin Cash (BCH). It is described as a ""cryptocurrency designed to be used as electronic cash"" and aims to be a means of transaction used to pay for goods and services.",2020,,"https://cointelegraph.com/news/bitcoin-cash-abc-rebrands-to-ecash-embraces-proof-of-stake-and-2-decimal-places, https://cointelegraph.com/news/roger-ver-to-bitcoin-abc-stick-a-fork-in-it-you-re-done, https://cointelegraph.com/news/roger-ver-to-bitcoin-abc-stick-a-fork-in-it-you-re-done",https://twitter.com/eCashOfficial,109.09 K,9,,"#Bitcoin Cash, #Bitcoin, #Litecoin, #Worldcoin, #Decred, #Zcash, #Dogecoin, #Dash",,
WorldcoinWLD,,,,,https://www.rootdata.com/Projects/detail/Flare%20Network?k=Mzc1,Layer-one blockchain,"https://flare.xyz/, https://x.com/FlareNetworks, https://t.me/FlareNetwork, https://docs.flare.network/, https://medium.com/flarenetwork, https://coinmarketcap.com/currencies/flare/, https://forum.flare.network/, https://defillama.com/chain/Flare","Flare is a Layer-1 blockchain that enables secure, universal interoperability between chains, scaling blockchain use by allowing all digital assets and on-chain information to flow freely. Its consensus protocol for external data allows decentralized applications on Flare to safely and trustlessly acquire and use information from other blockchains and real-world data sources, solving the oracle problem and ushering in a new era of utility.",2019,"Hugo Philion, Nairi Usher, Kenetic Capital, DWF Labs, Borderless Capital, CoinFund, Wintermute, Digital Currency Group, LD Capital, Aves Lair, Backend Capital, Wave Financial, cFund, Charlie Lee, Do Kwon","https://www.coindesk.com/business/2024/02/23/layer-1-network-flare-raises-35m-from-kenetic-aves-lair/, https://www.coindesk.com/business/2024/01/15/google-cloud-joins-flare-network-as-validator/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://chainwire.org/2023/12/08/top-infrastructure-providers-join-flare-to-enable-the-blockchain-for-data/, https://www.coindesk.com/tech/2023/10/13/flare-network-will-burn-21b-flr-to-support-ecosystem-health/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://www.coindesk.com/sponsored-content/how-flare-network-is-driving-the-development-of-real-world-applications-through-its-evm-layer-1-oracle-network-and-smart-contract-platform/, https://www.theblock.co/post/206428/a-mission-to-make-blockchain-more-useful-flare-the-blockchain-for-data, https://www.theblock.co/post/200258/flare-token-airdrop-finally-happens-after-two-year-wait?utm_source=twitter&utm_medium=social   , https://learn.bybit.com/defi/what-is-flare-network-flr-spark/",https://x.com/FlareNetworks,300.56 K,657,"Feb 23, 2024 - Flare Network raised $ 35 M in funding round | Jul 14, 2022 - Flare Network was live on mainnet | Jun 08, 2021 - Flare Network raised $ 11.3 M in funding round","#Ethereum, #Solana, #NYM, #Conflux, #Aleo, #Anoma Network, #PlatON, #Concordium",,
eCashXEC,,0.00026593,60992963949,,https://www.rootdata.com/Projects/detail/Neo?k=MzE%3D,A public chain for building decentralized applications,"https://neo.org/, https://x.com/neo_blockchain, https://t.me/NEO_EN, https://github.com/neo-project/neo, https://docs.neo.org/docs/en-us/index.html, https://medium.com/neo-smart-economy, https://coinmarketcap.com/currencies/neo/","Neo is an open-source, community-driven blockchain platform for building decentralized applications. It enables developers to digitize and automate the management of assets through smart contracts. Additionally, it provides powerful native infrastructures such as decentralized storage, oracles, and domain name services, creating a solid foundation for the Next-Gen Internet.",Antshares,"Xu Yiji, Da Hongfei, Rendong Liu, KR1, Loopring, GoPlus Security, Dora Factory, DeSyn Protocol, Pahdo Labs, GhostMarket",,https://x.com/neo_blockchain,420.84 K,164,"Oct 17, 2016 - Neo was live on mainnet | Sep 01, 2016 - Neo raised $ 4.5 M through ICO | Aug 01, 2016 - Neo raised $ 4.6 M in Seed round","#Ethereum, #Solana, #Conflux, #PlatON, #Aleo, #Anoma Network, #Concordium, #NYM",,
StellarXLM,,0.29049,1539667.48,TON,https://www.rootdata.com/Projects/detail/Notcoin?k=MTE3MzE%3D,The viral tap-to-earn game,"https://notco.in/, https://x.com/thenotcoin, https://t.me/notcoin, https://coinmarketcap.com/currencies/notcoin/",Notcoin is a Telegram-based game where users tap an image of a coin in order to earn in-game coins. The goal of Notcoin is to try to attract the masses into the cryptocurrency space by appealing to the masses and removing complex barriers to dealing with tokens.,2023,Sasha Plotvinov,"https://decrypt.co/230052/notcoin-token-launch-confirmed-okx-rewards-not-airdrop, https://decrypt.co/220711/telegram-game-notcoin-launches-pre-market-trading-ahead-airdrop, https://decrypt.co/218610/telegram-game-notcoin-25-million-players-token",https://x.com/thenotcoin,1.8 M,--,,"#Mythical Games, #Yuga Labs, #Axie Infinity, #Xterio, #Portal, #Sorare, #Yield Guild Games, #Illuvium",0.31285816,"{'feat0': {'feat': 'CDLHANGINGMAN', 'data': [0.0]}, 'feat1': {'feat': 'CDL3BLACKCROWS', 'data': [0.0]}, 'feat2': {'feat': 'CDLEVENINGSTAR', 'data': [0.0]}, 'feat3': {'feat': 'Month', 'data': [12.0]}, 'feat4': {'feat': 'PR_MA_Ratio', 'data': [0.0004726642508237]}, 'feat5': {'feat': 'Hourly', 'data': [0.0]}, 'feat6': {'feat': 'Z_score', 'data': [-1.025687444703539]}, 'feat7': {'feat': 'PR_MA_Ratio_short', 'data': [0.0039795643990409]}, 'feat8': {'feat': 'RSI', 'data': [0.5052857094326637]}, 'feat9': {'feat': 'boll', 'data': [0.1957096911546713]}}"
MoneroXMR,,51.02,1169.28479,"Cosmos, StarkEx",https://www.rootdata.com/Projects/detail/dYdX?k=MTI2Mw%3D%3D,Decentralized Exchange,"https://dydx.community/, https://x.com/dydx, https://github.com/dydxfoundation/, https://docs.dydx.community/, https://snapshot.org/#/dydxgov.eth, https://coinmarketcap.com/currencies/dydx-ethdydx/, https://www.coingecko.com/en/coins/dydx-chain, https://forums.dydx.community/, https://defillama.com/protocol/dydx, https://link3.to/dydx","dYdX is a decentralized exchange that provides users with key financial instruments, such as perpetuals, margin trading, spot trading, lending, and borrowing. It equips traders with off-chain order books and on-chain settlement, allowing them to short-sell tokens, increase exposure by leveraging long positions, and earn interest on deposited tokens for faster transactions.",2017,"Charles d'Haussy, Antonio Juliano, Arthur Cheong, Ivo Crnkovic-Rubsamen, Roselynn Chang, Paul Erlanger, Everett Hu, David Gogel, Brendan Chou, Andreessen Horowitz, Polychain, Paradigm, DeFiance Capital, Three Arrows Capital, Dragonfly, HashKey Capital, The Spartan Group, GSR, Hack VC, Delphi Digital, CMS Holdings, Hashed, Electric Capital, Wintermute, StarkWare","https://blockworks.co/news/dydx-foundation-30m-from-treasury, https://thedefiant.io/dydx-unveils-2024-roadmap-including-permissionless-market-deployment, https://blockworks.co/news/dydx-v3-targeted-attack-yfi-price, https://www.theblock.co/post/262993/dydx-chain-trading-goes-live-beta-mainnet-stage, https://blockworks.co/news/dydx-ethereum-open-source, https://messari.io/article/state-of-dydx-q4-2022, https://www.coindesk.com/business/2022/09/02/decentralized-crypto-exchange-dydx-scraps-promotion-amid-liveness-check-backlash/, https://medium.com/iosg-ventures/dydx-is-running-away-the-battle-between-appchain-and-rollup-75953337d18e",,239.69 K,62,"Jun 15, 2021 - dYdX raised $ 65 M in Series C round | Jan 26, 2021 - dYdX raised $ 10 M in Series B round | Oct 20, 2018 - dYdX raised $ 10 M in Series A round | Oct 03, 2018 - dYdX was live on mainnet | Dec 20, 2017 - dYdX completed a Seed round","#IntentX, #Jupiter, #GMX, #Drift, #Bluefin, #Perpetual Protocol, #Vertex Protocol, #Aevo",0.7230149,"{'feat0': {'feat': 'CDLABANDONEDBABY', 'data': [0.0]}, 'feat1': {'feat': 'CDLPIERCING', 'data': [0.0]}, 'feat2': {'feat': 'CDLHANGINGMAN', 'data': [0.0]}, 'feat3': {'feat': 'CDLMORNINGDOJISTAR', 'data': [0.0]}, 'feat4': {'feat': 'CDLUPSIDEGAP2CROWS', 'data': [0.0]}, 'feat5': {'feat': 'Month', 'data': [12.0]}, 'feat6': {'feat': 'MA_Ratio_short', 'data': [0.0061263336372531]}, 'feat7': {'feat': 'PR_MA_Ratio', 'data': [0.0522703042163797]}, 'feat8': {'feat': 'ULTOSC', 'data': [0.5425363299316913]}, 'feat9': {'feat': 'Hourly', 'data': [0.0]}}"
